Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
30,0.149948478,0.252296656,0.11532674,0.174606144,0.144024253,0.314600587,0.111459501,0.098956175,0.152771786,0.372153848,0.276917338,0.217102274,0.032553799,0.09260799,0.170152932,0.077280067,0.177213475,0.19784902,0.121937707,0.298970014,0.12247128,0.111573502,0.079209521,0.223536596,0.092627615,0.121205688,0.04442659,0.321981192,0.078556515,0.202765167,0.05653812,0.163836896,0.044267733,0.116275117,0.134688973,0.149289206,0.235679567,0.105032764,0.267568916,0.188404128,0.104218811,0.312906981,0.189349189,0.228000849,0.21014826,0.268847257,0.21943301,0.350082517,0.134754419,0.093710572,0.108189277,0.280510366,0.246091634,0.128923669,0.195607156,0.123565674,0.101286471,0.690635681,0.05971387,0.205665961,0.159269974,0.239330366,0.126508132,0.058751538,0.165891111,0.397183746,0.080016337,0.288752764,0.236617565,0.083106421,0.176851675,0.054684516,0.077219613,0.159396276,0.355645239,0.149203956,0.291696936,0.329628468,0.262170643,0.401820093,0.267187446,0.240077451,0.237216011,0.145362824,0.27819851,0.240447998,0.223098025,0.386009812,0.377445787,0.200575575,0.143061638,0.228996456,0.103061579,0.4566423,0.145440355,0.049547039,0.516674221,0.130980417,0.156865612,0.09292534
60,0.657919645,0.589292884,0.400999069,0.676561058,0.58698982,0.770869851,0.493067563,0.389508814,0.556198955,0.96551007,0.615106404,0.527623594,0.231599838,0.388630003,0.545703411,0.326690078,0.637059033,0.505933404,0.511578441,0.810659349,0.606363356,0.522127509,0.466364384,0.678153932,0.406403542,0.543797612,0.19453609,0.665984929,0.39693296,0.623372912,0.324699044,0.66408813,0.230282977,0.501807034,0.441288263,0.54295218,0.757734001,0.525518119,0.659667552,0.657966018,0.386188298,0.636040807,0.534050345,0.575496256,0.767902076,0.764309227,0.665859163,0.724169493,0.652027726,0.419643432,0.476553172,0.645631492,0.77589041,0.53569746,0.665425479,0.56024909,0.24678959,0.949560642,0.238427877,0.50506711,0.608274937,0.659761012,0.479195952,0.315998465,0.608851194,0.673117578,0.394649237,0.615638614,0.534253061,0.327165395,0.671698987,0.301695436,0.366786718,0.530044734,0.696719885,0.569090903,0.74632746,0.768858433,0.718699276,0.843299866,0.744437754,0.641239285,0.667427003,0.473258793,0.689060152,0.673253775,0.514495015,0.830969095,0.734335542,0.648658156,0.517364204,0.694285452,0.42610392,0.782646954,0.631251156,0.274605662,0.758859992,0.384475559,0.584631085,0.380211651
90,0.835948288,0.676348627,0.517427683,0.947266757,0.72345227,0.91962564,0.716926157,0.5331164,0.744843364,1.025353909,0.625058174,0.536571324,0.461691886,0.575330496,0.681845784,0.446558803,0.816396296,0.587536693,0.770250857,0.862793267,0.864784479,0.778083086,0.746253729,0.786681235,0.62032181,0.758645117,0.295862943,0.716595531,0.636214733,0.695795834,0.583684027,0.865027606,0.39911595,0.778062701,0.557995856,0.766254902,0.934030533,0.702956498,0.711482823,0.824320376,0.521629572,0.676085711,0.598496854,0.562642813,0.839805543,0.869496107,0.767017424,0.75870806,0.935479522,0.579336882,0.662627339,0.593742907,0.786307871,0.712153494,0.679521084,0.719833732,0.247306496,0.9227584,0.336378217,0.516847312,0.781410933,0.673614621,0.583519518,0.466136068,0.680710018,0.650149703,0.615929782,0.548099339,0.524564922,0.425447851,0.762222469,0.533423543,0.526985049,0.673449218,0.733973086,0.673571885,0.782110453,0.795759618,0.791176856,0.78032726,0.766889632,0.668621123,0.718740463,0.550825655,0.772226512,0.77068913,0.528727114,0.854975343,0.695300758,0.785021722,0.572266281,0.81401825,0.561958849,0.786784172,0.851550281,0.512172937,0.744807124,0.488558859,0.692336679,0.531833231
120,0.820805311,0.656773508,0.517314255,1.018837214,0.686572552,0.929386377,0.777288139,0.541612566,0.775735199,0.957480252,0.572423398,0.489131123,0.588399053,0.629204452,0.68427527,0.450953722,0.833975852,0.565717757,0.869114459,0.797195852,0.906793773,0.836239636,0.806275785,0.743957639,0.69246155,0.796835363,0.329568803,0.685534537,0.726504207,0.65678525,0.712464273,0.877665222,0.478481501,0.88924706,0.551513135,0.838100851,0.937070251,0.692096174,0.680839956,0.810892582,0.534802318,0.630975842,0.570454597,0.493706733,0.759579122,0.847379327,0.725168586,0.731150985,0.97303164,0.596293211,0.662035406,0.49253881,0.661561966,0.698169589,0.564905703,0.675234973,0.210882872,0.848609209,0.351455092,0.455161154,0.763326824,0.577829361,0.531086028,0.470050484,0.604752183,0.579660416,0.664882302,0.448204219,0.458286136,0.412754267,0.67984128,0.642642856,0.53800714,0.663695455,0.687479615,0.612570524,0.712756991,0.735634863,0.743177533,0.675814748,0.67748642,0.596997678,0.663373649,0.498137832,0.737844706,0.710177004,0.468186677,0.802875221,0.605776608,0.772642374,0.502098978,0.781497836,0.548117757,0.731461942,0.86700815,0.64602375,0.683300436,0.492952347,0.647831976,0.546726942
180,0.67057246,0.530416906,0.41692853,0.93786931,0.528631985,0.814062476,0.711701632,0.429676831,0.674914598,0.759491682,0.442912251,0.373585552,0.593659282,0.566464365,0.578842938,0.359503984,0.742776334,0.447871983,0.826346695,0.614016116,0.794616044,0.741002202,0.680529714,0.575315475,0.638564289,0.715704858,0.296092838,0.564261019,0.703117669,0.518641293,0.704814255,0.755069971,0.468601853,0.845207334,0.444300115,0.781128526,0.808724761,0.547903359,0.561692357,0.649756849,0.433831275,0.491037637,0.456790388,0.35543853,0.563669086,0.714513123,0.566349328,0.625031769,0.828011215,0.513496995,0.507258832,0.328912199,0.441239089,0.537120521,0.363163918,0.48947826,0.138703108,0.675422966,0.288585812,0.319849193,0.595197976,0.388579577,0.361822695,0.349462301,0.428278178,0.426420331,0.545691073,0.289673269,0.328185767,0.311706841,0.472965837,0.620194733,0.419991076,0.529698908,0.554430544,0.436216265,0.548155904,0.581363261,0.58125031,0.493066728,0.489685237,0.42975986,0.515527785,0.342689574,0.599036515,0.509858608,0.331803322,0.657286406,0.437779456,0.653882027,0.344077915,0.619289339,0.415846646,0.584955692,0.731849968,0.659633875,0.542569995,0.401890039,0.496238589,0.440784246
240,0.520264149,0.405453354,0.311351418,0.788651407,0.390904337,0.671649814,0.590784729,0.31071046,0.53756237,0.582797945,0.333989441,0.276343137,0.490164578,0.455104083,0.470347613,0.269362062,0.626018763,0.338554323,0.684140623,0.464171499,0.643203259,0.599694073,0.51917541,0.434089214,0.519563735,0.595458686,0.228160724,0.445533067,0.607635319,0.394233316,0.581270516,0.610668361,0.388712555,0.691580892,0.347162753,0.650442839,0.660261393,0.411179811,0.442795902,0.491537094,0.320483267,0.371171921,0.347379446,0.253686965,0.410093993,0.577061594,0.428303689,0.511390686,0.651902258,0.412827909,0.365453422,0.229203284,0.302238941,0.392732263,0.242612898,0.348305345,0.093786322,0.529667735,0.218420342,0.223123491,0.441065252,0.265335917,0.246209696,0.239240915,0.302197665,0.314643025,0.396787494,0.194738984,0.234668836,0.222214565,0.328325808,0.502621055,0.308385015,0.404442757,0.444598854,0.307862014,0.417502582,0.453565657,0.440345526,0.362535417,0.355113804,0.306854934,0.392618805,0.231459737,0.473693818,0.362641811,0.23358117,0.522187829,0.32372579,0.534913778,0.236482427,0.470864445,0.297544628,0.455248833,0.582390726,0.555140615,0.43005535,0.300060689,0.371755034,0.331224203
360,0.336561441,0.25168708,0.185017109,0.553374946,0.238673925,0.472605884,0.402957112,0.186730251,0.341943711,0.370488018,0.209317848,0.159783885,0.316243082,0.296870112,0.36097616,0.175224438,0.450043947,0.211394832,0.441527128,0.320680201,0.425058246,0.409657121,0.317421973,0.301379055,0.357288867,0.412400246,0.128285438,0.291591227,0.45753774,0.243742928,0.372263342,0.409280449,0.266336888,0.438282937,0.253028214,0.434862942,0.453524202,0.2556099,0.284505248,0.313316196,0.193712845,0.235451549,0.211760938,0.152583554,0.248756573,0.404090732,0.279330313,0.343598098,0.417127967,0.272329777,0.224434391,0.147856876,0.181137487,0.23678638,0.152707323,0.213285312,0.059401557,0.357725233,0.148847878,0.133552164,0.267392993,0.159438953,0.154410928,0.129156187,0.178130955,0.214856252,0.227286607,0.127209336,0.13902171,0.122859262,0.211593851,0.318826973,0.213763386,0.271711081,0.322937191,0.189077705,0.26963228,0.315510541,0.280824423,0.225130975,0.224576101,0.192420751,0.258340895,0.133124828,0.328865975,0.240403861,0.136338487,0.347083569,0.226455674,0.382256597,0.149015009,0.29712525,0.179347932,0.297508031,0.39299947,0.387921721,0.309792578,0.174932674,0.238595903,0.23310402
480,0.262180567,0.183724344,0.13273631,0.42802006,0.18763037,0.373146832,0.305827618,0.149648458,0.245263934,0.280424267,0.157861993,0.107913174,0.236391753,0.225412756,0.328204036,0.145579487,0.353140414,0.157164201,0.312415898,0.285842806,0.317992508,0.335081279,0.237220585,0.269829929,0.297766715,0.318595529,0.083008334,0.217290476,0.39287594,0.177165881,0.272963583,0.308723181,0.214529529,0.312498629,0.221920922,0.317433804,0.352128446,0.197618261,0.208211422,0.247416168,0.154074252,0.177095979,0.155147418,0.117204949,0.192520842,0.332226902,0.225874797,0.251971513,0.309779733,0.208332911,0.183732316,0.130257189,0.14712216,0.179251865,0.132392466,0.170010641,0.050844558,0.283189565,0.128606647,0.104543969,0.197959393,0.128822774,0.135244846,0.093529567,0.136085406,0.181945756,0.166601926,0.114680484,0.103191771,0.082459755,0.184346512,0.234023675,0.193307057,0.224257529,0.269725263,0.153461829,0.20829019,0.272095233,0.217387453,0.17253156,0.18260166,0.161790729,0.209618449,0.103998497,0.268447846,0.207746655,0.100765467,0.264321059,0.199824244,0.310238779,0.130085438,0.225382566,0.146613732,0.228226095,0.312713206,0.323727161,0.25146085,0.122899845,0.19143945,0.213040277
720,0.208001897,0.130355805,0.090825751,0.325179189,0.157654837,0.283131331,0.22958757,0.131281778,0.172521383,0.214302093,0.116738342,0.070503458,0.186932206,0.166403368,0.311150074,0.133535489,0.267290384,0.112730555,0.214797974,0.262707472,0.238506407,0.293365538,0.188964486,0.231534451,0.262341678,0.240640849,0.051846828,0.150479481,0.358376682,0.128512293,0.20247075,0.23138307,0.188971385,0.222515389,0.177547738,0.221814021,0.274796724,0.158395454,0.145661503,0.192574143,0.118168399,0.126077965,0.116430394,0.08907748,0.155800223,0.2729339,0.179690883,0.172614515,0.235561162,0.162404522,0.154795095,0.114823908,0.124571435,0.140054986,0.126820996,0.141854554,0.035144966,0.224402174,0.123730771,0.07706061,0.152253792,0.10358876,0.132054299,0.076718703,0.107797407,0.137835488,0.1294422,0.109001085,0.076505162,0.05430406,0.178355664,0.17452231,0.194004878,0.182714477,0.215208828,0.127401978,0.166281298,0.240477175,0.16934526,0.138164625,0.155282527,0.141712934,0.171869099,0.08057525,0.215641603,0.166289851,0.075670652,0.199060276,0.168477029,0.248536393,0.12278489,0.175378501,0.125652343,0.173840269,0.257589012,0.291441143,0.190088481,0.085245691,0.157736972,0.209110513
1440,0.145240232,0.076860912,0.040277667,0.22776264,0.101158507,0.185129941,0.161861375,0.078971639,0.119146891,0.151931986,0.068270601,0.041091934,0.130158827,0.095611952,0.176544383,0.114998437,0.173127413,0.060778596,0.149448693,0.173370987,0.169290453,0.222834036,0.144230306,0.150265157,0.158508375,0.152969509,0.026379207,0.086483352,0.287448823,0.087627098,0.132567137,0.171038836,0.161599666,0.1539433,0.096541159,0.141799793,0.208290547,0.114031784,0.085206993,0.124383494,0.077125244,0.081506088,0.072037846,0.059614703,0.117131963,0.179682955,0.11205709,0.097831815,0.180717543,0.100873113,0.110948257,0.083441883,0.098853566,0.106083117,0.110396437,0.108525015,0.016020445,0.165912852,0.073241867,0.04713827,0.118964583,0.0821492,0.117706731,0.063948087,0.078881554,0.088877164,0.100157768,0.071775928,0.049066104,0.031856928,0.144090936,0.116422363,0.152658582,0.118147552,0.143536076,0.093450218,0.131413296,0.167174146,0.126430795,0.109630913,0.122368455,0.103591017,0.114859179,0.052185152,0.143633664,0.122233473,0.054654479,0.133552775,0.12856026,0.166529134,0.085696019,0.134894386,0.076655895,0.122952007,0.201650992,0.264370471,0.134573579,0.04875664,0.111929856,0.144042477
