"IndividualId","Organism|Age","Organism|Gestational age","Organism|Height","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Hematocrit","Organism|MeanBW","Organism|MeanHeight","Organism|VenousBlood|Volume","Organism|ArterialBlood|Volume","Organism|Bone|Specific blood flow rate","Organism|Bone|Volume","Organism|Brain|Volume","Organism|Brain|Specific blood flow rate","Organism|Fat|Volume","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate","Organism|Gonads|Volume","Organism|Gonads|Specific blood flow rate","Organism|Heart|Volume","Organism|Heart|Specific blood flow rate","Organism|Kidney|Volume","Organism|Kidney|Age of aging onset","Organism|Kidney|Aging half-time","Organism|Kidney|GFRmat","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR","Organism|Kidney|Specific blood flow rate","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius","Organism|Lumen|Stomach|Gastric emptying time","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Length","Organism|Lumen|Stomach|Proximal radius","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume","Organism|Stomach|Specific blood flow rate","Organism|SmallIntestine|Small intestinal transit time","Organism|SmallIntestine|Volume","Organism|SmallIntestine|Specific blood flow rate","Organism|LargeIntestine|Large intestinal transit time","Organism|LargeIntestine|Volume","Organism|LargeIntestine|Specific blood flow rate","Organism|Liver|Volume","Organism|Liver|Specific blood flow rate","Organism|Lung|Volume","Organism|Lung|Fraction vascular","Organism|Muscle|Volume","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (water)","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate","Organism|Pancreas|Volume","Organism|Pancreas|Specific blood flow rate","Organism|PortalVein|Volume","Organism|Skin|Volume","Organism|Skin|Specific blood flow rate","Organism|Spleen|Volume","Organism|Spleen|Specific blood flow rate"
"11", 40, 40, 17.8054, 0.997754637877944, 1, 0.38198, 78.5248695516131, 16.3514692454027, 0.798995369953946, 0.347084351997478, 0.032239771318, 10.311339045623, 1.35525181688006, 0.52156, 47.6972049380243, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0135766311951979, 0.089424686586, 0.354756341135117, 0.89579321338, 0.419488972679226, 30, 59, 0.11704, 1.5, 15, 0, 44.4, 2.77056158723, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.170399299473804, 0.36004481078, 126.000000328837, 0.724512450308933, 0.93181292519, 2652, 0.434623625062858, 0.70597292402, 1.97380851036441, 0.2270770288, 0.99643505415101, 0.53, 29.0561821882266, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.037635930434, 0.177620341095291, 0.34710681937, 0.858711505553002, 3.33494903805697, 0.108251474014, 0.17506056993732, 0.805225782462
"12", 40, 40, 18.796, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 1.01234154585189, 0.440846412747333, 0.027495, 13.6537154709898, 1.50775875398095, 0.4960804488543, 24.7350741485659, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0429803596608722, 0.0806, 0.459466365610186, 0.624222887, 0.503638449813965, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.177758502004501, 0.388271282920694, 126.000000328837, 0.76443435118969, 0.90269805002269, 2652, 0.435295237441387, 0.634045697698776, 2.49529420009605, 0.182996245052804, 1.32712386340798, 0.58, 38.3085794550557, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.201584111869409, 0.342803347940327, 0.940694053939614, 4.39414421486399, 0.08645, 0.199270324342872, 0.883643914390751
"13", 40, 40, 18.288, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.991070129963692, 0.431787195746717, 0.027495, 12.9204329573845, 1.50608700863586, 0.4960804488543, 11.6455070829958, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0421055437515581, 0.0806, 0.446869899180153, 0.624222887, 0.489741414296112, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.173963067790576, 0.388271282920694, 126.000000328837, 0.74714955102207, 0.90269805002269, 2652, 0.42484273937934, 0.634045697698776, 2.34987246046667, 0.182996245052804, 1.27212850837953, 0.58, 33.5215761720868, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.196801985545225, 0.342803347940327, 0.921082944618065, 3.82524185515448, 0.08645, 0.19373914327577, 0.883643914390751
"14", 40, 40, 16.256, 0.997754637877944, 1, 0.38198, 78.5248695516131, 16.3514692454027, 0.746200094313704, 0.32420674766422, 0.032239771318, 8.5957656088675, 1.35535703783207, 0.52156, 43.8709735802415, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0126807740981389, 0.089424686586, 0.331455784623218, 0.89579321338, 0.391871717899674, 30, 59, 0.11704, 1.5, 15, 0, 44.4, 2.77056158723, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.159151940703734, 0.36004481078, 126.000000328837, 0.676710334158035, 0.93181292519, 2652, 0.406043339375231, 0.70597292402, 1.84491888776318, 0.2270770288, 0.931600316361003, 0.53, 24.2472230755852, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.037635930434, 0.165950660947015, 0.34710681937, 0.802031567347997, 2.9742811039483, 0.108251474014, 0.163577472330721, 0.805225782462
"15", 40, 40, 18.161, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.985579831937256, 0.429453950197917, 0.027495, 12.7391502447768, 1.50489042676465, 0.4960804488543, 9.60780127211803, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0418865421772244, 0.0806, 0.442865253592488, 0.624222887, 0.485008771111577, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.172997230361734, 0.388271282920694, 126.000000328837, 0.742108016282425, 0.90269805002269, 2652, 0.421812529698162, 0.634045697698776, 2.28282348437479, 0.182996245052804, 1.25062321425675, 0.58, 31.7975115180451, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.195396631040682, 0.342803347940327, 0.915985904543103, 3.69222023740048, 0.08645, 0.19188492050174, 0.883643914390751
"16", 40, 40, 16.891, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.793856236189525, 0.345089515655137, 0.032332, 9.79844207423966, 1.35295487255025, 0.50793382826116, 47.3021117844238, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0135038571533743, 0.08968, 0.353352867314739, 0.915413696954491, 0.417924005222029, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.169560493873317, 0.365549269124157, 126.000000328837, 0.721286507280424, 0.94606778981332, 2652, 0.432637144154024, 0.716763272792464, 1.97952727859203, 0.206330078914051, 0.996982819205281, 0.53, 25.9093032015185, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.176835770884034, 0.350709653673508, 0.854273443362945, 3.50773574393275, 0.10856, 0.174620852632189, 0.906427369248464
"17", 40, 40, 17.145, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.944957003332789, 0.411522375619263, 0.027495, 11.3609209034483, 1.50811023324537, 0.4960804488543, 28.7612547089011, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0401159338650784, 0.0806, 0.429344896715111, 0.624222887, 0.470728403762149, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.16592637807666, 0.388271282920694, 126.000000328837, 0.713906363220307, 0.90269805002269, 2652, 0.406663986069888, 0.634045697698776, 2.34474625925394, 0.182996245052804, 1.24382528902452, 0.58, 32.207244122078, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.188221658882695, 0.342803347940327, 0.878093326336054, 4.03813526257998, 0.08645, 0.186282825677534, 0.883643914390751
"18", 40, 40, 16.51, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.780308618246058, 0.339216380069262, 0.032332, 9.36106238610179, 1.35262195343994, 0.50793382826116, 24.7260962106676, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0132752138139711, 0.08968, 0.347212901879502, 0.915413696954491, 0.410465298791587, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.166647266305548, 0.365549269124157, 126.000000328837, 0.708827737654379, 0.94606778981332, 2652, 0.425210312104725, 0.716763272792464, 1.93629120976568, 0.206330078914051, 0.977588161378417, 0.53, 24.5020974246165, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.173773991349553, 0.350709653673508, 0.83972148641274, 2.96821615405657, 0.10856, 0.171367456852075, 0.906427369248464
"19", 40, 40, 19.4056, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 1.03677038995987, 0.451522733367165, 0.027495, 14.5529919805447, 1.50752241031696, 0.4960804488543, 23.0962989581409, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0440238689415663, 0.0806, 0.470245629345529, 0.624222887, 0.515235087380554, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.182036786882624, 0.388271282920694, 126.000000328837, 0.782735498026484, 0.90269805002269, 2652, 0.445748952558694, 0.634045697698776, 2.54463767153832, 0.182996245052804, 1.35625505221324, 0.58, 40.5182910412655, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.206346312489132, 0.342803347940327, 0.963449916577992, 4.52201346063176, 0.08645, 0.203875240798973, 0.883643914390751
"20", 40, 40, 18.034, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.833753434288003, 0.362461517134801, 0.032332, 11.1694809029287, 1.35280248013249, 0.50793382826116, 49.6534360897885, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0141838465418611, 0.08968, 0.371173236520996, 0.915413696954491, 0.438977173247013, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.178055295954543, 0.365549269124157, 126.000000328837, 0.757463515364895, 0.94606778981332, 2652, 0.45431123522075, 0.716763272792464, 2.07617763136778, 0.206330078914051, 1.04653585530504, 0.53, 29.5269175108032, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.185804360500489, 0.350709653673508, 0.897207195904323, 3.79798703875529, 0.10856, 0.183272184169698, 0.906427369248464
"21", 40, 40, 17.8816, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.82842119138537, 0.360138606815345, 0.032332, 10.9809678716175, 1.35263732846556, 0.50793382826116, 28.7577951315392, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0140937751322064, 0.08968, 0.368528531414982, 0.915413696954491, 0.435701363953465, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.176920136348652, 0.365549269124157, 126.000000328837, 0.752330175083173, 0.94606778981332, 2652, 0.451330879761696, 0.716763272792464, 2.05345592929068, 0.206330078914051, 1.03713365099147, 0.53, 28.7300931643013, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.184496609647721, 0.350709653673508, 0.891501453841044, 3.34254910038015, 0.10856, 0.181905137332877, 0.906427369248464
"22", 40, 40, 17.145, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.944754846606398, 0.411468543434303, 0.027495, 11.3595291207366, 1.50745274069379, 0.4960804488543, 16.3567374683169, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0401170719350058, 0.0806, 0.428432591092405, 0.624222887, 0.469558982259234, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.165879304367212, 0.388271282920694, 126.000000328837, 0.713235612546037, 0.90269805002269, 2652, 0.40616399465193, 0.634045697698776, 2.31506014689549, 0.182996245052804, 1.23463340497087, 0.58, 31.3924199148198, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.188042381848405, 0.342803347940327, 0.877936572535666, 3.70283106782123, 0.08645, 0.185746081881413, 0.883643914390751
"23", 40, 40, 18.288, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.991786600323732, 0.43189929404528, 0.027495, 12.9262701814247, 1.50799120997622, 0.4960804488543, 42.3511609378947, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.042106585080606, 0.0806, 0.450598764334568, 0.624222887, 0.493875234363652, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.174141400389159, 0.388271282920694, 126.000000328837, 0.749264980996771, 0.90269805002269, 2652, 0.426740495713441, 0.634045697698776, 2.45815272764342, 0.182996245052804, 1.30441438925202, 0.58, 36.7022931350182, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.197579463498812, 0.342803347940327, 0.921690732654862, 4.67455932113989, 0.08645, 0.195474865606478, 0.883643914390751
"24", 40, 40, 17.653, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.965637888461832, 0.420566077079211, 0.027495, 12.0423198847986, 1.50730077321215, 0.4960804488543, 16.3549847450411, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0410062121623832, 0.0806, 0.437420678367978, 0.624222887, 0.47964501154775, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.16953561924171, 0.388271282920694, 126.000000328837, 0.728919953464258, 0.90269805002269, 2652, 0.41497187081098, 0.634045697698776, 2.35869784461795, 0.182996245052804, 1.25953456822873, 0.58, 33.1032194430882, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.192151483649725, 0.342803347940327, 0.897366592076211, 3.83694164246365, 0.08645, 0.189779835594754, 0.883643914390751
"25", 40, 40, 16.002, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.761983703131198, 0.331326521333842, 0.032332, 8.79261703032954, 1.35192437634002, 0.50793382826116, 14.1954967807632, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0129678081544418, 0.08968, 0.338246968267041, 0.915413696954491, 0.399379722768161, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.162717261785945, 0.365549269124157, 126.000000328837, 0.691186847748258, 0.94606778981332, 2652, 0.414775436950402, 0.716763272792464, 1.85766422812091, 0.206330078914051, 0.945321936196314, 0.53, 22.2822653791046, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.169445130078856, 0.350709653673508, 0.819972763629526, 2.60599742241677, 0.10856, 0.166710772339841, 0.906427369248464
"26", 40, 40, 17.145, 0.997754637877944, 1, 0.41, 63.2933088777244, 16.0865036448052, 0.802717050660946, 0.348954970556926, 0.032332, 10.0946657621267, 1.3525739526822, 0.50793382826116, 24.5366592459936, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0136566029304365, 0.08968, 0.357019726833078, 0.915413696954491, 0.421868244669224, 30, 59, 0.11704, 1.5, 15, 0.9, 44.4, 2.64339271869649, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.171420499089767, 0.365549269124157, 126.000000328837, 0.728883455921712, 0.94606778981332, 2652, 0.437312426081454, 0.716763272792464, 1.98799290219258, 0.206330078914051, 1.00399776598694, 0.53, 26.3299011059921, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.032804, 0.178770075907853, 0.350709653673508, 0.863718245797684, 3.09361671943511, 0.10856, 0.176271364793124, 0.906427369248464
"27", 40, 40, 16.1925, 0.997754637877944, 1, 0.38198, 78.5248695516131, 16.3514692454027, 0.743938441000235, 0.323283662292262, 0.032239771318, 8.52830471715633, 1.35539803538059, 0.52156, 40.051939338746, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0126438046401628, 0.089424686586, 0.330359300437717, 0.89579321338, 0.390596127301113, 30, 59, 0.11704, 1.5, 15, 0, 44.4, 2.77056158723, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.15869636564213, 0.36004481078, 126.000000328837, 0.674622989651223, 0.93181292519, 2652, 0.404856892726034, 0.70597292402, 1.83815057915469, 0.2270770288, 0.928430989632371, 0.53, 24.035091658115, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.037635930434, 0.165487555675224, 0.34710681937, 0.799666655524301, 2.89543456558093, 0.108251474014, 0.163098351417934, 0.805225782462
"28", 40, 40, 17.653, 0.997754637877944, 1, 0.47, 74.3701739643305, 17.5106598984771, 0.965642841193371, 0.420571452416241, 0.027495, 12.0422439682515, 1.50735137717512, 0.4960804488543, 16.2736546274174, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.02184, 0.0410048108997097, 0.0806, 0.437614470170056, 0.624222887, 0.47965731030124, 30, 54, 0.11704, 1.5, 15, 0.9, 44.4, 2.81404023345742, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.169513780957196, 0.388271282920694, 126.000000328837, 0.728891053864695, 0.90269805002269, 2652, 0.414984782028934, 0.634045697698776, 2.35826653117879, 0.182996245052804, 1.25920246105664, 0.58, 33.0879990495203, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.03419, 0.192102766304137, 0.342803347940327, 0.897342391717167, 3.83423056433392, 0.08645, 0.189725885058655, 0.883643914390751
"29", 40, 40, 15.748, 0.997754637877944, 1, 0.392352, 70.9061948921401, 15.642732642487, 0.81804957387114, 0.356097395335655, 0.032239771318, 9.55823427320011, 1.35474813782344, 0.52156, 13.3998759532015, 0.8, 0.79, 0.002, 0.16, 0.15, 0.18, 0.853, 0.92, 0.0016, 0.002024, 0.135, 0.00899999999999998, 0.03, 0.025901, 0.0139579794961404, 0.089424686586, 0.36391101050648, 0.89579321338, 0.429319070059928, 30, 59, 0.11704, 1.5, 15, 0, 44.4, 2.77056158723, 1.00000000260982, 0.5, 15.0000000391473, 1.00000002079922, 0.999999963215789, 2, 0.5, 292.6883, 447.9877, 372.9358, 260.7527, 146.565, 1.8, 2.5, 2.5, 2.5, 2.5, 3.56, 0.175121541519969, 0.36004481078, 126.000000328837, 0.743745313311702, 0.93181292519, 2652, 0.446300512279432, 0.70597292402, 1.98751258993909, 0.2270770288, 1.01541886987225, 0.53, 25.7669787240873, 0.013, 0.0238, 0.0072, 0.177, 0.811, 0.76, 0.16, 0.022, 0.0049, 0.0078, 0.0042, 0.079, 0.19, 0.666, 0.76, 0.037635930434, 0.182292609138347, 0.34710681937, 0.882505027870913, 2.82656735282193, 0.108251474014, 0.179364438033772, 0.805225782462
