6.93442710773707e-122,7.0488913531288e-122,6.90250270597814e-122,6.92850517958892e-122
1.30489602000255e-98,1.330792328916e-98,1.29789786814166e-98,1.3038531815865e-98
8.09994412851823e-106,8.21373167607096e-106,8.06828996805297e-106,8.09408135266065e-106
9.30805703508773e-130,9.40339537916324e-130,9.28130573824768e-130,9.3030750857422e-130
3.80369648871366e-123,3.87700454052337e-123,3.78418353170416e-123,3.80102220816444e-123
2.37089225352694e-90,2.40439454240033e-90,2.36143574252686e-90,2.36912298195845e-90
5.30637553845784e-103,5.36416218655398e-103,5.29005596289729e-103,5.30330999868905e-103
6.46870199009175e-74,6.58303670585846e-74,6.4365790029515e-74,6.46269377105754e-74
2.65082289400674e-85,2.68157438175875e-85,2.64218298437833e-85,2.64920458033419e-85
3.97675246976674e-130,4.00814400974028e-130,3.96786349735929e-130,3.97508227101286e-130
5.64661807911356e-132,5.68992857180774e-132,5.63435395203925e-132,5.64433895494896e-132
3.38920831983031e-113,3.42015433038905e-113,3.38048431431217e-113,3.38757198274943e-113
1.00970427773161e-94,1.0171487217852e-94,1.00760415770309e-94,1.00931058196086e-94
5.45307334251952e-107,5.53729043942364e-107,5.42944136406644e-107,5.44868250013624e-107
1.66588164316527e-127,1.70303329494004e-127,1.65558947923749e-127,1.66396458561309e-127
2.95948247648333e-103,3.00347300759833e-103,2.94707448479916e-103,2.95716183963718e-103
5.78807946734876e-157,5.87356573310059e-157,5.76413975676609e-157,5.783599316742e-157
1.23801651887991e-130,1.25853736240295e-130,1.23226412214338e-130,1.23694606610172e-130
5.75645559855867e-147,5.82444424130453e-147,5.73728371513583e-147,5.7528511133313e-147
5.23639606339008e-116,5.31771717719981e-116,5.21329149181946e-116,5.23203807388719e-116
1.24700772565918e-161,1.26279671851242e-161,1.24255915404955e-161,1.24617716783438e-161
3.85067250470732e-129,3.92278812394678e-129,3.83060421545123e-129,3.84693558972459e-129
7.25819054437237e-131,7.34576932135933e-131,7.23332504104354e-131,7.25348619025132e-131
1.98259685585187e-121,2.01578984813332e-121,1.97330980372175e-121,1.98085712106492e-121
2.53696986176298e-167,2.59822343705907e-167,2.5211381500355e-167,2.53522886054105e-167
1.1719120117998e-166,1.19107372156052e-166,1.16657320106763e-166,1.17092388815229e-166
9.51726585688284e-111,9.72287967801332e-111,9.45987832084952e-111,9.50663598783702e-111
8.59848594102298e-132,8.728395007818e-132,8.56229665853582e-132,8.5917480391154e-132
1.17408069424941e-139,1.20196577894127e-139,1.16679342468427e-139,1.1731107238617e-139
1.64591797421982e-188,1.66919533662738e-188,1.63949172247583e-188,1.64489606825823e-188
2.86023391232631e-165,2.90895526457652e-165,2.84716481305684e-165,2.85844856054265e-165
5.61771977947722e-187,5.74087895209524e-187,5.58608741413524e-187,5.614399658403e-187
