6.93441480566923e-122,6.92093480999253e-122,6.96985133146422e-122,7.04890417022802e-122,6.90250240430445e-122,6.99775148203055e-122,6.90608504312381e-122,6.92849815172752e-122,7.18125004017103e-122,6.94926751209146e-122
1.3048974522475e-98,1.30213079496003e-98,1.31277245460966e-98,1.33078920139954e-98,1.29789786155219e-98,1.31876846351306e-98,1.29872167136407e-98,1.30385415921523e-98,1.36059809499451e-98,1.30822982020166e-98
8.09994165232169e-106,8.0866415887073e-106,8.13923290030806e-106,8.21371050495111e-106,8.06828974426994e-106,8.16380737481428e-106,8.07187232442498e-106,8.09408090020756e-106,8.3688928331279e-106,8.1148711582857e-106
9.30806882423058e-130,9.29686574510154e-130,9.34928274104171e-130,9.40341362210546e-130,9.28130621913503e-130,9.36351115129139e-130,9.2843556039973e-130,9.30306292812203e-130,9.57583475249764e-130,9.32078893309354e-130
3.80369517793286e-123,3.79613919464511e-123,3.8250273490674e-123,3.87698601785375e-123,3.78418418649019e-123,3.84222277505452e-123,3.78650694041735e-123,3.80102051914376e-123,3.95332336903071e-123,3.81302760824253e-123
2.37089253078999e-90,2.36691459875601e-90,2.38538246224658e-90,2.40440687491199e-90,2.3614351237081e-90,2.3904688817425e-90,2.36250230057971e-90,2.369123453047e-90,2.47365741102964e-90,2.37533779035917e-90
5.30637432043584e-103,5.29955812347226e-103,5.33156915281235e-103,5.36416908800563e-103,5.29005663451299e-103,5.34025389094494e-103,5.29192081232521e-103,5.30330596579689e-103,5.47318910229412e-103,5.31418298281625e-103
6.46870724459881e-74,6.45517798323235e-74,6.51791669579072e-74,6.58307829497693e-74,6.43657970312597e-74,6.53527060146739e-74,6.44019930923009e-74,6.46269117629273e-74,6.81898392721743e-74,6.48376991590491e-74
2.65082321777557e-85,2.64721172954837e-85,2.66416194304322e-85,2.68158028652678e-85,2.64218285983273e-85,2.66875812337822e-85,2.64316922632255e-85,2.6492091318587e-85,2.74250560261909e-85,2.65495332043235e-85
3.9767538702227e-130,3.97304520490147e-130,3.99048621011131e-130,4.0081463398683e-130,3.96786358428871e-130,3.99519099300919e-130,3.96888119055537e-130,3.97508170083978e-130,4.06376569018912e-130,3.98101451588365e-130
5.64661997359815e-132,5.64144008794047e-132,5.6652643267941e-132,5.68993470719468e-132,5.63435426241415e-132,5.67186347781496e-132,5.63572816465769e-132,5.64433457751392e-132,5.76991475983095e-132,5.65230933817919e-132
3.38921191291591e-113,3.38556554746944e-113,3.40267211231141e-113,3.42015429852744e-113,3.38048433044123e-113,3.4073013972142e-113,3.38148182664414e-113,3.38757116198465e-113,3.47708734445348e-113,3.39338337455761e-113
1.00970425831429e-94,1.00882715557723e-94,1.01294260090631e-94,1.01714648170622e-94,1.007604153761e-94,1.01405612332305e-94,1.00784421134698e-94,1.00931070914889e-94,1.03428162224404e-94,1.01070809094636e-94
5.45308277706748e-107,5.44307246136481e-107,5.48025741850209e-107,5.5373006556877e-107,5.42944141729153e-107,5.50001352118372e-107,5.43207921037128e-107,5.44868558601951e-107,5.6476010294264e-107,5.46399300501264e-107
1.66588426764905e-127,1.66156393614163e-127,1.67889542436716e-127,1.70301440143869e-127,1.65558966256948e-127,1.68679236313628e-127,1.65675908034986e-127,1.66396759466989e-127,1.75927409806888e-127,1.6707782762591e-127
2.95948378450832e-103,2.95426584992072e-103,2.97469387812839e-103,3.00347682266628e-103,2.94707461783807e-103,2.98441634147918e-103,2.94847415094012e-103,2.95716004631162e-103,3.06517658682163e-103,2.96531655176125e-103
5.78807223297805e-157,5.77806010635851e-157,5.81617032080058e-157,5.87358851643621e-157,5.76413988243351e-157,5.83617130413286e-157,5.76686840895926e-157,5.78359950625825e-157,5.97755327291011e-157,5.79949053525148e-157
1.23801679274097e-130,1.23559220125664e-130,1.24681486199854e-130,1.25853312187421e-130,1.23226374608e-130,1.24991612850758e-130,1.23291122908993e-130,1.2369451685549e-130,1.2988472111051e-130,1.24070999854055e-130
5.75645643662497e-147,5.74844953663949e-147,5.78609228142895e-147,5.82444019238013e-147,5.73728306212695e-147,5.79629220848614e-147,5.73947679972446e-147,5.75285188757634e-147,5.95850627317126e-147,5.76563461925898e-147
5.23640599329152e-116,5.22671160323138e-116,5.27195592139668e-116,5.31768208870577e-116,5.21329307013009e-116,5.28438242238902e-116,5.21591053525179e-116,5.23204805121417e-116,5.49298551012516e-116,5.24734786860338e-116
1.2470084343488e-161,1.24513573144763e-161,1.25381474367633e-161,1.26279426383484e-161,1.24255899671089e-161,1.25620465506797e-161,1.24306046973045e-161,1.24617708762932e-161,1.29308164851544e-161,1.249092453783e-161
3.85067600002874e-129,3.84226505400776e-129,3.8757763190465e-129,3.92276739066586e-129,3.83060341307784e-129,3.89134435274309e-129,3.83288687981827e-129,3.84693123479819e-129,4.02818762484256e-129,3.86023946033669e-129
